year,month,id,below,normal,above
2023,5,62a74f88ea81f11fe450cbb5,0.5178119889075546,0,0.4821880110924453
2023,5,62a74f88ea81f11fe450cbb6,0.45408294394091636,0,0.5459170560590837
2023,5,62a74f88ea81f11fe450cbb7,0.35670374078002753,0.29785261896169574,0.3454436402582768
2023,5,6386703ce57f2e6ac6139682,0.30811152535987346,0.3683500435100793,0.32353843113004727
2023,5,62a74f88ea81f11fe450cbb8,0.41725374298729756,0.2016216544841189,0.38112460252858354
2023,5,6386703ce57f2e6ac6139685,0.4228524882660755,0.19553600361584955,0.3816115081180749
2023,5,62a74f88ea81f11fe450cbb9,0.47841392651495773,0,0.5215860734850423
2023,5,62a74f88ea81f11fe450cbba,0.520424997083221,0,0.479575002916779
2023,5,6386703ce57f2e6ac6139681,0.4628873654431853,0.13035403614306532,0.4067585984137494
2023,5,6386703ce57f2e6ac6139680,0.5585428039044638,0,0.44145719609553624
2023,5,6386703ce57f2e6ac6139683,0.4521506787671865,0,0.5478493212328135
2023,5,6386703ce57f2e6ac6139684,0.4288277646945755,0,0.5711722353054245
2023,8,62a74f88ea81f11fe450cbb5,-0.01,-0.01,-0.01
2023,8,62a74f88ea81f11fe450cbb6,0.4943620390833904,0,0.5056379609166096
2023,8,62a74f88ea81f11fe450cbb7,0.36168840218332776,0,0.6383115978166722
2023,8,6386703ce57f2e6ac6139682,0.41146484113341314,0,0.5885351588665868
2023,8,62a74f88ea81f11fe450cbb8,0.33625002558434886,0,0.6637499744156511
2023,8,6386703ce57f2e6ac6139685,0.3462170589365995,0,0.6537829410634005
2023,8,62a74f88ea81f11fe450cbb9,0.44796203668905465,0,0.5520379633109453
2023,8,62a74f88ea81f11fe450cbba,-0.01,-0.01,-0.01
2023,8,6386703ce57f2e6ac6139681,0.19242414921501222,0,0.8075758507849877
2023,8,6386703ce57f2e6ac6139680,-0.01,-0.01,-0.01
2023,8,6386703ce57f2e6ac6139683,0.36168840218332776,0,0.6383115978166722
2023,8,6386703ce57f2e6ac6139684,0.36168840218332776,0,0.6383115978166722
2023,5,62a74f9bea81f11fe450cbc2,0.3811735525632265,0.19976662097998193,0.4190598264567916
2023,5,63868afd5371672adc12c1fc,0.38470044808597725,0.2219956394487423,0.39330391246528046
2023,5,62a74f9bea81f11fe450cbc3,0.5780596279145687,0.1778092519269695,0.24413112015846178
