year,month,id,pearson,kendall,goodness,canonica
2023,5,62a74f88e57f2e6ac6139680,0.237506885296932,56.951219512195124,0.19,0.7988730000035481
2023,5,62a74f88e57f2e6ac6139681,0.24772216849755144,56.951219512195124,0.19,0.7988730000035481
2023,5,62a74f88e57f2e6ac6139682,0.3093797745704126,61.58536585365854,0.19,0.7988730000035481
2023,5,6386703ce57f2e6ac6139683,0.2434560119812868,60.91463414634146,0.19,0.7988730000035481
2023,5,62a74f88e57f2e6ac6139684,0.1281761786026234,53.353658536585364,0.19,0.7988730000035481
2023,5,6386703ce57f2e6ac6139685,0.2541866137204439,59.146341463414636,0.19,0.7988730000035481
2023,5,62a74f88ea81f11fe450cbb5,0.299481053103187,60.48780487804878,0.19,0.7988730000035481
2023,5,62a74f88ea81f11fe450cbb6,0.20607813757347263,60.426829268292686,0.19,0.7988730000035481
2023,5,6386703cea81f11fe450cbb7,0.3376143117400928,62.68292682926829,0.19,0.7988730000035481
2023,5,6386703cea81f11fe450cbb8,0.23775531121140753,58.23170731707317,0.19,0.7988730000035481
2023,5,6386703cea81f11fe450cbb9,0.36560805662959334,62.31707317073171,0.19,0.7988730000035481
2023,5,6386703cea81f11fe450cbba,0.3105672986827506,61.21951219512195,0.19,0.7988730000035481
2023,8,62a74f88e57f2e6ac6139680,-999,-999,0.037,0.7704197187391858
2023,8,62a74f88e57f2e6ac6139681,0.38560836015020994,50.18292682926829,0.037,0.7704197187391858
2023,8,62a74f88e57f2e6ac6139682,-0.0958712980725317,49.329268292682926,0.037,0.7704197187391858
2023,8,6386703ce57f2e6ac6139683,-0.0785123333692356,49.69512195121951,0.037,0.7704197187391858
2023,8,62a74f88e57f2e6ac6139684,-0.07851233336923559,49.69512195121951,0.037,0.7704197187391858
2023,8,6386703ce57f2e6ac6139685,-0.02434055219571074,53.90243902439025,0.037,0.7704197187391858
2023,8,62a74f88ea81f11fe450cbb5,-999,-999,0.037,0.7704197187391858
2023,8,62a74f88ea81f11fe450cbb6,-0.179017962927513,53.65853658536585,0.037,0.7704197187391858
2023,8,6386703cea81f11fe450cbb7,-0.07851233336923563,49.69512195121951,0.037,0.7704197187391858
2023,8,6386703cea81f11fe450cbb8,0.05496954015961741,53.53658536585366,0.037,0.7704197187391858
2023,8,6386703cea81f11fe450cbb9,-0.2577703706005981,57.073170731707314,0.037,0.7704197187391858
2023,8,6386703cea81f11fe450cbba,-999,-999,0.037,0.7704197187391858
2023,5,62a74f9b5371672adc12c1fc,0.22962055694663708,62.80487804878049,0.24,0.5838797476585881
2023,5,63868afd5371672adc12c1fd,0.24604027133431364,65.2439024390244,0.24,0.5838797476585881
2023,5,62a74f9b5371672adc12c1fe,0.25499147595229354,60,0.24,0.5838797476585881
2023,5,63868afd5371672adc12c1ff,0.24362074966834826,65.54878048780488,0.24,0.5838797476585881
2023,5,62a74f9b5371672adc12c200,0.08134403596649153,57.4390243902439,0.24,0.5838797476585881
2023,5,63868afd5371672adc12c201,0.2972307484265323,60.1219512195122,0.24,0.5838797476585881
2023,5,63868afd5371672adc12c202,0.22114198250239314,60.24390243902439,0.24,0.5838797476585881
2023,5,63868afd5371672adc12c203,0.1779592319449557,59.26829268292683,0.24,0.5838797476585881
2023,5,63868afdea81f11fe450cbc2,0.19792232961462697,63.41463414634146,0.24,0.5838797476585881
2023,5,63868afdea81f11fe450cbc3,0.32150195164602524,59.8780487804878,0.24,0.5838797476585881
2023,5,63868afdea81f11fe450cbc4,0.31314319555960407,67.86585365853658,0.24,0.5838797476585881
2023,8,62a74f9b5371672adc12c1fc,-0.23771122542718393,49.26829268292683,-0.028,0.7771331269956204
2023,8,63868afd5371672adc12c1fd,0.008517544465804328,51.951219512195124,-0.028,0.7771331269956204
2023,8,62a74f9b5371672adc12c1fe,-0.07574978344566656,56.15853658536585,-0.028,0.7771331269956204
2023,8,63868afd5371672adc12c1ff,-0.48047077561293733,40.36585365853659,-0.028,0.7771331269956204
2023,8,62a74f9b5371672adc12c200,-0.10857409418458625,45.609756097560975,-0.028,0.7771331269956204
2023,8,63868afd5371672adc12c201,-0.3513584434144616,44.63414634146341,-0.028,0.7771331269956204
2023,8,63868afd5371672adc12c202,-0.016637359187101505,52.86585365853659,-0.028,0.7771331269956204
2023,8,63868afd5371672adc12c203,0.034018561000571074,52.31707317073171,-0.028,0.7771331269956204
2023,8,63868afdea81f11fe450cbc2,-0.3000316643018655,46.58536585365854,-0.028,0.7771331269956204
2023,8,63868afdea81f11fe450cbc3,-0.1384154062073641,53.78048780487805,-0.028,0.7771331269956204
2023,8,63868afdea81f11fe450cbc4,-0.3688416083399169,40.97560975609756,-0.028,0.7771331269956204
2023,5,62a74fb65371672adc12c238,0.4278660031565093,60.97560975609756,0.214,0.8318780460938706
2023,5,62a74fb65371672adc12c239,0.47095877112162177,65.85365853658537,0.214,0.8318780460938706
2023,5,62a74fb65371672adc12c23a,0.3022689619009969,57.4390243902439,0.214,0.8318780460938706
2023,5,62a74fb65371672adc12c23b,0.05629419500986251,49.63414634146341,0.214,0.8318780460938706
2023,5,63868b225371672adc12c23c,0.41743763376346327,60.670731707317074,0.214,0.8318780460938706
2023,5,63868b225371672adc12c23d,0.4261191079204748,63.41463414634146,0.214,0.8318780460938706
2023,5,63868b225371672adc12c23e,0.5523679303284633,66.09756097560975,0.214,0.8318780460938706
2023,5,63868b225371672adc12c23f,0.28993161705706366,59.63414634146341,0.214,0.8318780460938706
2023,5,63868b22ea81f11fe450cbcd,0.514182458920671,69.14634146341463,0.214,0.8318780460938706
