year,month,id,below,normal,above
2023,5,5e91e1c214daf81260ebba59,0.35670374078002753,0.29785261896169574,0.3454436402582768
2023,8,5e91e1c214daf81260ebba59,0.3811735525632265,0.19976662097998193,0.4190598264567916
